,model_name,vector_name,dataset,embed_model,fm,prec,rec,fold
0,MLP,OnlyEmb,abt-buy,BootEA,0.6137339055793991,0.5214220601640839,0.7457627118644068,1
3,MLP,SimAndEmb,abt-buy,BootEA,0.9724770642201834,0.9776021080368906,0.967405475880052,1
45,RF,OnlyEmb,abt-buy,BootEA,0.6420699568758985,0.5075757575757576,0.8735332464146024,1
48,RF,SimAndEmb,abt-buy,BootEA,0.9785296031229668,0.9766233766233766,0.9804432855280312,1
0,MLP,OnlyEmb,abt-buy,RDGCN,0.6515235457063713,0.5664739884393064,0.7666232073011734,1
3,MLP,SimAndEmb,abt-buy,RDGCN,0.9633911368015414,0.9493670886075948,0.9778357235984356,1
45,RF,OnlyEmb,abt-buy,RDGCN,0.6714285714285715,0.5802469135802469,0.7966101694915254,1
48,RF,SimAndEmb,abt-buy,RDGCN,0.9785296031229668,0.9766233766233766,0.9804432855280312,1
0,MLP,OnlyEmb,abt-buy,MultiKE,0.5958456973293771,0.5468409586056645,0.6544980443285529,1
3,MLP,SimAndEmb,abt-buy,MultiKE,0.975195822454308,0.976470588235294,0.9739243807040416,1
45,RF,OnlyEmb,abt-buy,MultiKE,0.6819736199316072,0.5453125,0.9100391134289441,1
48,RF,SimAndEmb,abt-buy,MultiKE,0.9758957654723128,0.9752604166666666,0.9765319426336376,1
0,MLP,OnlyEmb,abt-buy,BootEA,0.6160567995630803,0.5305738476011289,0.734375,2
3,MLP,SimAndEmb,abt-buy,BootEA,0.9587426326129664,0.9644268774703556,0.953125,2
45,RF,OnlyEmb,abt-buy,BootEA,0.6525023607176582,0.5118518518518519,0.8997395833333334,2
48,RF,SimAndEmb,abt-buy,BootEA,0.9772283669486012,0.9765929778933679,0.9778645833333334,2
0,MLP,OnlyEmb,abt-buy,RDGCN,0.6283662477558347,0.5813953488372093,0.68359375,2
3,MLP,SimAndEmb,abt-buy,RDGCN,0.966381015161503,0.9786381842456608,0.9544270833333334,2
45,RF,OnlyEmb,abt-buy,RDGCN,0.6519580805295091,0.5655502392344498,0.76953125,2
48,RF,SimAndEmb,abt-buy,RDGCN,0.9732899022801302,0.9739243807040416,0.97265625,2
0,MLP,OnlyEmb,abt-buy,MultiKE,0.05651105651105653,0.5,0.029947916666666668,2
3,MLP,SimAndEmb,abt-buy,MultiKE,0.9696569920844328,0.982620320855615,0.95703125,2
45,RF,OnlyEmb,abt-buy,MultiKE,0.6472332015810277,0.5214968152866242,0.8528645833333334,2
48,RF,SimAndEmb,abt-buy,MultiKE,0.9765929778933679,0.9753246753246754,0.9778645833333334,2
0,MLP,OnlyEmb,abt-buy,BootEA,0.6357688113413305,0.5469043151969981,0.7591145833333334,3
3,MLP,SimAndEmb,abt-buy,BootEA,0.9657894736842104,0.976063829787234,0.9557291666666666,3
45,RF,OnlyEmb,abt-buy,BootEA,0.6503126503126503,0.5156369183829138,0.8802083333333334,3
48,RF,SimAndEmb,abt-buy,BootEA,0.9732899022801302,0.9739243807040416,0.97265625,3
0,MLP,OnlyEmb,abt-buy,RDGCN,0.6659129451667609,0.5884115884115884,0.7669270833333334,3
3,MLP,SimAndEmb,abt-buy,RDGCN,0.9690177982860909,0.9813084112149532,0.95703125,3
45,RF,OnlyEmb,abt-buy,RDGCN,0.6681614349775785,0.5866141732283464,0.7760416666666666,3
48,RF,SimAndEmb,abt-buy,RDGCN,0.9758957654723128,0.9765319426336376,0.9752604166666666,3
0,MLP,OnlyEmb,abt-buy,MultiKE,0.6655037069341475,0.5003278688524591,0.9934895833333334,3
3,MLP,SimAndEmb,abt-buy,MultiKE,0.9699738903394256,0.9725130890052356,0.9674479166666666,3
45,RF,OnlyEmb,abt-buy,MultiKE,0.6618075801749269,0.5279069767441861,0.88671875,3
48,RF,SimAndEmb,abt-buy,MultiKE,0.9739583333333334,0.9739583333333334,0.9739583333333334,3
0,MLP,OnlyEmb,abt-buy,BootEA,0.6271094175285793,0.538821328344247,0.75,4
3,MLP,SimAndEmb,abt-buy,BootEA,0.9488188976377953,0.9563492063492064,0.94140625,4
45,RF,OnlyEmb,abt-buy,BootEA,0.6541966426858513,0.5178435839028094,0.8880208333333334,4
48,RF,SimAndEmb,abt-buy,BootEA,0.9685863874345549,0.9736842105263158,0.9635416666666666,4
0,MLP,OnlyEmb,abt-buy,RDGCN,0.6367816091954024,0.5699588477366255,0.7213541666666666,4
3,MLP,SimAndEmb,abt-buy,RDGCN,0.9575440888308296,0.9606815203145478,0.9544270833333334,4
45,RF,OnlyEmb,abt-buy,RDGCN,0.656934306569343,0.5774925962487659,0.76171875,4
48,RF,SimAndEmb,abt-buy,RDGCN,0.9686684073107049,0.9712041884816754,0.9661458333333334,4
0,MLP,OnlyEmb,abt-buy,MultiKE,0.5940803382663847,0.5,0.7317708333333334,4
3,MLP,SimAndEmb,abt-buy,MultiKE,0.9727272727272728,0.9702072538860104,0.9752604166666666,4
45,RF,OnlyEmb,abt-buy,MultiKE,0.6342182890855458,0.509478672985782,0.83984375,4
48,RF,SimAndEmb,abt-buy,MultiKE,0.9686274509803922,0.9724409448818898,0.96484375,4
0,MLP,OnlyEmb,abt-buy,BootEA,0.6231578947368421,0.5229681978798587,0.7708333333333334,5
3,MLP,SimAndEmb,abt-buy,BootEA,0.9588313413014607,0.978319783197832,0.9401041666666666,5
45,RF,OnlyEmb,abt-buy,BootEA,0.6384615384615385,0.5060975609756098,0.8645833333333334,5
48,RF,SimAndEmb,abt-buy,BootEA,0.966425279789335,0.977363515312916,0.9557291666666666,5
0,MLP,OnlyEmb,abt-buy,RDGCN,0.6685267857142858,0.5849609375,0.7799479166666666,5
3,MLP,SimAndEmb,abt-buy,RDGCN,0.9644268774703556,0.976,0.953125,5
45,RF,OnlyEmb,abt-buy,RDGCN,0.6566332218506132,0.5740740740740741,0.7669270833333334,5
48,RF,SimAndEmb,abt-buy,RDGCN,0.9710526315789474,0.9813829787234044,0.9609375,5
0,MLP,OnlyEmb,abt-buy,MultiKE,0.005194805194805194,1.0,0.0026041666666666665,5
3,MLP,SimAndEmb,abt-buy,MultiKE,0.9722589167767504,0.9865951742627346,0.9583333333333334,5
45,RF,OnlyEmb,abt-buy,MultiKE,0.6520874751491054,0.5273311897106109,0.8541666666666666,5
48,RF,SimAndEmb,abt-buy,MultiKE,0.9664694280078896,0.9760956175298804,0.95703125,5
0,MLP,OnlyEmb,amazon-google,BootEA,0.6374351720886375,0.5582163501238646,0.7428571428571429,1
3,MLP,SimAndEmb,amazon-google,BootEA,0.949944382647386,0.9617117117117115,0.9384615384615383,1
45,RF,OnlyEmb,amazon-google,BootEA,0.6474701768819416,0.517422748191979,0.8648351648351649,1
48,RF,SimAndEmb,amazon-google,BootEA,0.9752611324903792,0.9757975797579758,0.9747252747252748,1
0,MLP,OnlyEmb,amazon-google,RDGCN,0.6470588235294118,0.5625,0.7615384615384615,1
3,MLP,SimAndEmb,amazon-google,RDGCN,0.9597315436241609,0.9772209567198178,0.9428571428571428,1
45,RF,OnlyEmb,amazon-google,RDGCN,0.6805807622504537,0.5795981452859351,0.8241758241758241,1
48,RF,SimAndEmb,amazon-google,RDGCN,0.9736842105263156,0.9715536105032824,0.9758241758241758,1
0,MLP,OnlyEmb,amazon-google,MultiKE,0.6341920374707259,0.5526530612244898,0.743956043956044,1
3,MLP,SimAndEmb,amazon-google,MultiKE,0.9760712298274902,0.9887260428410372,0.9637362637362638,1
45,RF,OnlyEmb,amazon-google,MultiKE,0.6520455504006748,0.5290896646132786,0.8494505494505494,1
48,RF,SimAndEmb,amazon-google,MultiKE,0.9747252747252748,0.9747252747252748,0.9747252747252748,1
0,MLP,OnlyEmb,amazon-google,BootEA,0.6232085067036524,0.5379090183559457,0.7406593406593407,2
3,MLP,SimAndEmb,amazon-google,BootEA,0.9514348785871964,0.9556541019955654,0.9472527472527472,2
45,RF,OnlyEmb,amazon-google,BootEA,0.6281792490916429,0.4964901084875558,0.8549450549450549,2
48,RF,SimAndEmb,amazon-google,BootEA,0.9764898851831602,0.97170837867247,0.9813186813186812,2
0,MLP,OnlyEmb,amazon-google,RDGCN,0.6275085658345572,0.5657546337157988,0.7043956043956044,2
3,MLP,SimAndEmb,amazon-google,RDGCN,0.9614961496149615,0.9625550660792952,0.9604395604395604,2
45,RF,OnlyEmb,amazon-google,RDGCN,0.6588003933136677,0.5960854092526691,0.7362637362637363,2
48,RF,SimAndEmb,amazon-google,RDGCN,0.972054794520548,0.9693989071038251,0.9747252747252748,2
0,MLP,OnlyEmb,amazon-google,MultiKE,0.4716267339218159,0.5532544378698225,0.41098901098901097,2
3,MLP,SimAndEmb,amazon-google,MultiKE,0.9722838137472284,0.9809843400447428,0.9637362637362638,2
45,RF,OnlyEmb,amazon-google,MultiKE,0.6360882734746862,0.5246252676659529,0.8076923076923077,2
48,RF,SimAndEmb,amazon-google,MultiKE,0.9781181619256016,0.9738562091503268,0.9824175824175824,2
0,MLP,OnlyEmb,amazon-google,BootEA,0.6183206106870229,0.5463743676222597,0.7120879120879121,3
3,MLP,SimAndEmb,amazon-google,BootEA,0.9578246392896781,0.967488789237668,0.9483516483516484,3
45,RF,OnlyEmb,amazon-google,BootEA,0.6511066398390342,0.5136507936507937,0.8890109890109891,3
48,RF,SimAndEmb,amazon-google,BootEA,0.9763866007688082,0.9758507135016464,0.9769230769230768,3
0,MLP,OnlyEmb,amazon-google,RDGCN,0.6283487579152459,0.5643044619422573,0.7087912087912088,3
3,MLP,SimAndEmb,amazon-google,RDGCN,0.9688195991091316,0.981941309255079,0.956043956043956,3
45,RF,OnlyEmb,amazon-google,RDGCN,0.6603301650825413,0.6060606060606061,0.7252747252747253,3
48,RF,SimAndEmb,amazon-google,RDGCN,0.9746974697469748,0.9757709251101322,0.9736263736263736,3
0,MLP,OnlyEmb,amazon-google,MultiKE,0.5473684210526316,0.585,0.5142857142857142,3
3,MLP,SimAndEmb,amazon-google,MultiKE,0.9819178082191781,0.9792349726775956,0.9846153846153848,3
45,RF,OnlyEmb,amazon-google,MultiKE,0.6666666666666666,0.5514018691588785,0.8428571428571429,3
48,RF,SimAndEmb,amazon-google,MultiKE,0.9775342465753424,0.974863387978142,0.9802197802197802,3
0,MLP,OnlyEmb,amazon-google,BootEA,0.6328996282527881,0.5483091787439613,0.7483516483516484,4
3,MLP,SimAndEmb,amazon-google,BootEA,0.944812362030905,0.9490022172949002,0.9406593406593406,4
45,RF,OnlyEmb,amazon-google,BootEA,0.6410256410256411,0.5044136191677175,0.8791208791208791,4
48,RF,SimAndEmb,amazon-google,BootEA,0.9817780231916068,0.9866814650388456,0.9769230769230768,4
0,MLP,OnlyEmb,amazon-google,RDGCN,0.6252465483234714,0.5670840787119857,0.6967032967032967,4
3,MLP,SimAndEmb,amazon-google,RDGCN,0.9616879511382564,0.9719416386083052,0.9516483516483516,4
45,RF,OnlyEmb,amazon-google,RDGCN,0.6459566074950691,0.5858676207513417,0.7197802197802198,4
48,RF,SimAndEmb,amazon-google,RDGCN,0.9768722466960352,0.979028697571744,0.9747252747252748,4
0,MLP,OnlyEmb,amazon-google,MultiKE,0.6574626865671642,0.4977401129943503,0.968131868131868,4
3,MLP,SimAndEmb,amazon-google,MultiKE,0.9715242881072028,0.9875141884222476,0.956043956043956,4
45,RF,OnlyEmb,amazon-google,MultiKE,0.6376936316695353,0.5240452616690241,0.8142857142857143,4
48,RF,SimAndEmb,amazon-google,MultiKE,0.9800884955752212,0.9866369710467706,0.9736263736263736,4
0,MLP,OnlyEmb,amazon-google,BootEA,0.6412213740458016,0.5421412300683371,0.7846153846153846,5
3,MLP,SimAndEmb,amazon-google,BootEA,0.9610678531701892,0.972972972972973,0.9494505494505494,5
45,RF,OnlyEmb,amazon-google,BootEA,0.6621835443037974,0.5173053152039555,0.9197802197802196,5
48,RF,SimAndEmb,amazon-google,BootEA,0.9778270509977828,0.9865771812080536,0.9692307692307692,5
0,MLP,OnlyEmb,amazon-google,RDGCN,0.6595949855351977,0.5876288659793815,0.7516483516483516,5
3,MLP,SimAndEmb,amazon-google,RDGCN,0.9727323316638844,0.9853438556933484,0.9604395604395604,5
45,RF,OnlyEmb,amazon-google,RDGCN,0.6776707932141219,0.5814319433516916,0.8120879120879121,5
48,RF,SimAndEmb,amazon-google,RDGCN,0.9800884955752212,0.9866369710467706,0.9736263736263736,5
0,MLP,OnlyEmb,amazon-google,MultiKE,0.5439907993099483,0.5705669481302774,0.5197802197802198,5
3,MLP,SimAndEmb,amazon-google,MultiKE,0.9771077610273592,0.9931895573212258,0.9615384615384616,5
45,RF,OnlyEmb,amazon-google,MultiKE,0.6307961504811899,0.5239825581395349,0.7923076923076923,5
48,RF,SimAndEmb,amazon-google,MultiKE,0.9784172661870504,0.9855072463768116,0.9714285714285714,5
0,MLP,OnlyEmb,dblp-scholar,BootEA,0.5605035031468946,0.5043812780508655,0.6306787814003206,1
3,MLP,SimAndEmb,dblp-scholar,BootEA,0.99464237878382,0.9970461868958108,0.992250133618386,1
45,RF,OnlyEmb,dblp-scholar,BootEA,0.5840097853886357,0.5000952199581032,0.7017637626937466,1
48,RF,SimAndEmb,dblp-scholar,BootEA,0.9978603904787376,0.998661670235546,0.9970603955104222,1
0,MLP,OnlyEmb,dblp-scholar,RDGCN,0.5553530198079961,0.5092489413862269,0.6106360235168359,1
3,MLP,SimAndEmb,dblp-scholar,RDGCN,0.9957139030270559,0.9981203007518796,0.9933190807055052,1
45,RF,OnlyEmb,dblp-scholar,RDGCN,0.5681132513344163,0.5020508613617719,0.6541956173169428,1
48,RF,SimAndEmb,dblp-scholar,RDGCN,0.996922253445738,0.9983918520503886,0.9954569748797436,1
0,MLP,OnlyEmb,dblp-scholar,MultiKE,0.5403044671824307,0.5067883895131086,0.5785676109032603,1
3,MLP,SimAndEmb,dblp-scholar,MultiKE,0.995985010706638,0.9975871313672924,0.9943880277926244,1
45,RF,OnlyEmb,dblp-scholar,MultiKE,0.5798290598290601,0.5054639380091397,0.6798503474078034,1
48,RF,SimAndEmb,dblp-scholar,MultiKE,0.9975922953451044,0.9986609534011784,0.9965259219668626,1
0,MLP,OnlyEmb,dblp-scholar,BootEA,0.5608440234983816,0.5086994345367551,0.6248998129842372,2
3,MLP,SimAndEmb,dblp-scholar,BootEA,0.9919441460794844,0.9970310391363024,0.9869088966069998,2
45,RF,OnlyEmb,dblp-scholar,BootEA,0.5894434628975265,0.5023527197440241,0.7130643868554636,2
48,RF,SimAndEmb,dblp-scholar,BootEA,0.9974581939799332,0.9989281886387996,0.9959925193694896,2
0,MLP,OnlyEmb,dblp-scholar,RDGCN,0.5506819019535568,0.5097816196542311,0.5987176061982367,2
3,MLP,SimAndEmb,dblp-scholar,RDGCN,0.9938321265754894,0.9975773889636608,0.990114881111408,2
45,RF,OnlyEmb,dblp-scholar,RDGCN,0.5611912517449977,0.4970121574283948,0.644402885386054,2
48,RF,SimAndEmb,dblp-scholar,RDGCN,0.9967871485943774,0.9989267507378587,0.994656692492653,2
0,MLP,OnlyEmb,dblp-scholar,MultiKE,0.5216836734693877,0.4991457163778375,0.5463531926262356,2
3,MLP,SimAndEmb,dblp-scholar,MultiKE,0.992883040150396,0.9981101511879048,0.9877103927331018,2
45,RF,OnlyEmb,dblp-scholar,MultiKE,0.5673431734317342,0.4990870359099209,0.6572268234036869,2
48,RF,SimAndEmb,dblp-scholar,MultiKE,0.9973240567299974,0.9989279013669258,0.9957253539941224,2
0,MLP,OnlyEmb,dblp-scholar,BootEA,0.5631992382766008,0.5078342992058381,0.6321132781191557,3
3,MLP,SimAndEmb,dblp-scholar,BootEA,0.994106616662202,0.9967767929089444,0.9914507079882448,3
45,RF,OnlyEmb,dblp-scholar,BootEA,0.5849099099099099,0.5055479852053728,0.6938284798290142,3
48,RF,SimAndEmb,dblp-scholar,BootEA,0.9973269179363808,0.9978603904787376,0.9967940154955918,3
0,MLP,OnlyEmb,dblp-scholar,RDGCN,0.5266513644478449,0.5037814101000244,0.5516965001335827,3
3,MLP,SimAndEmb,dblp-scholar,RDGCN,0.9962536794219964,0.9978558027338515,0.994656692492653,3
45,RF,OnlyEmb,dblp-scholar,RDGCN,0.5716280693587804,0.5063917525773196,0.6561581619022174,3
48,RF,SimAndEmb,dblp-scholar,RDGCN,0.9970580369082644,0.9981258366800536,0.9959925193694896,3
0,MLP,OnlyEmb,dblp-scholar,MultiKE,0.5441567868376482,0.4972363475569313,0.6008549292011756,3
3,MLP,SimAndEmb,dblp-scholar,MultiKE,0.9949197860962566,0.9957184907679956,0.9941223617419184,3
45,RF,OnlyEmb,dblp-scholar,MultiKE,0.5844697396596417,0.5054580896686159,0.6927598183275447,3
48,RF,SimAndEmb,dblp-scholar,MultiKE,0.997460232589226,0.99812734082397,0.9967940154955918,3
0,MLP,OnlyEmb,dblp-scholar,BootEA,0.5632903912067131,0.5050869012293344,0.6366550895004007,4
3,MLP,SimAndEmb,dblp-scholar,BootEA,0.993715737398048,0.994646680942184,0.9927865348650816,4
45,RF,OnlyEmb,dblp-scholar,BootEA,0.5983471074380166,0.5091897974493623,0.7253539941223618,4
48,RF,SimAndEmb,dblp-scholar,BootEA,0.9979954563677672,0.9983957219251336,0.9975955116216938,4
0,MLP,OnlyEmb,dblp-scholar,RDGCN,0.5502258025143415,0.5065168539325843,0.6021907560780123,4
3,MLP,SimAndEmb,dblp-scholar,RDGCN,0.9949129852744312,0.9970485645291118,0.9927865348650816,4
45,RF,OnlyEmb,dblp-scholar,RDGCN,0.5867399519065614,0.5134268537074148,0.6844776916911568,4
48,RF,SimAndEmb,dblp-scholar,RDGCN,0.9967897271268058,0.9981248325743369,0.995458188618755,4
0,MLP,OnlyEmb,dblp-scholar,MultiKE,0.5418133268600559,0.4964412811387901,0.5963131178199306,4
3,MLP,SimAndEmb,dblp-scholar,MultiKE,0.9925133689839574,0.9933101418249932,0.991717873363612,4
45,RF,OnlyEmb,dblp-scholar,MultiKE,0.5730580586289495,0.5,0.6711194229227893,4
48,RF,SimAndEmb,dblp-scholar,MultiKE,0.9978621058257616,0.9981288425554664,0.9975955116216938,4
0,MLP,OnlyEmb,dblp-scholar,BootEA,0.5600571973307912,0.505485050548505,0.6278386321132782,5
3,MLP,SimAndEmb,dblp-scholar,BootEA,0.9923438549361988,0.9978390059427336,0.9869088966069998,5
45,RF,OnlyEmb,dblp-scholar,BootEA,0.582255907267053,0.4995218971122586,0.6978359604595245,5
48,RF,SimAndEmb,dblp-scholar,BootEA,0.9962486602357986,0.999193765116904,0.9933208656158162,5
0,MLP,OnlyEmb,dblp-scholar,RDGCN,0.5536709761594117,0.4978668941979522,0.6235639861074005,5
3,MLP,SimAndEmb,dblp-scholar,RDGCN,0.9936955063715628,0.9978448275862069,0.9895805503606732,5
45,RF,OnlyEmb,dblp-scholar,RDGCN,0.5683795383366198,0.5022550225502255,0.6545551696500134,5
48,RF,SimAndEmb,dblp-scholar,RDGCN,0.9958450609837824,0.99919311457773,0.992519369489714,5
0,MLP,OnlyEmb,dblp-scholar,MultiKE,0.5388819875776397,0.5035987926631066,0.5794816991717874,5
3,MLP,SimAndEmb,dblp-scholar,MultiKE,0.9935622317596566,0.9975760840290869,0.9895805503606732,5
45,RF,OnlyEmb,dblp-scholar,MultiKE,0.5736824053961358,0.5013988808952837,0.6703179267966871,5
48,RF,SimAndEmb,dblp-scholar,MultiKE,0.9961152042866712,0.99892530897367,0.9933208656158162,5
0,MLP,OnlyEmb,dblp-acm,BootEA,0.5844649646931016,0.5061147695202258,0.6915167095115681,1
3,MLP,SimAndEmb,dblp-acm,BootEA,0.9954954954954954,0.996778350515464,0.994215938303342,1
45,RF,OnlyEmb,dblp-acm,BootEA,0.617941823515033,0.4986193293885602,0.8123393316195373,1
48,RF,SimAndEmb,dblp-acm,BootEA,0.9980719794344473,0.9980719794344473,0.9980719794344473,1
0,MLP,OnlyEmb,dblp-acm,RDGCN,0.5563139931740615,0.4989795918367347,0.6285347043701801,1
3,MLP,SimAndEmb,dblp-acm,RDGCN,0.9964527571751048,1.0,0.99293059125964,1
45,RF,OnlyEmb,dblp-acm,RDGCN,0.5947101255677266,0.5089163237311386,0.7152956298200515,1
48,RF,SimAndEmb,dblp-acm,RDGCN,0.9987138263665596,0.9993564993564994,0.9980719794344473,1
0,MLP,OnlyEmb,dblp-acm,MultiKE,0.6179512846179512,0.6426092990978487,0.5951156812339332,1
3,MLP,SimAndEmb,dblp-acm,MultiKE,0.997748472177549,0.9987121699935608,0.9967866323907456,1
45,RF,OnlyEmb,dblp-acm,MultiKE,0.6854358419057931,0.5921421889616464,0.8136246786632391,1
48,RF,SimAndEmb,dblp-acm,MultiKE,0.9987146529562982,0.9987146529562982,0.9987146529562982,1
0,MLP,OnlyEmb,dblp-acm,BootEA,0.5605847624402587,0.4985,0.6403339755940912,2
3,MLP,SimAndEmb,dblp-acm,BootEA,0.9945214308733484,0.9980595084087968,0.9910083493898524,2
45,RF,OnlyEmb,dblp-acm,BootEA,0.6089385474860335,0.503569928601428,0.7700706486833655,2
48,RF,SimAndEmb,dblp-acm,BootEA,0.996780424983902,0.999354422207876,0.9942196531791908,2
0,MLP,OnlyEmb,dblp-acm,RDGCN,0.5630901287553647,0.5077399380804953,0.6319845857418112,2
3,MLP,SimAndEmb,dblp-acm,RDGCN,0.9951628506933248,0.9993523316062176,0.9910083493898524,2
45,RF,OnlyEmb,dblp-acm,RDGCN,0.5940026075619297,0.5,0.7315350032113038,2
48,RF,SimAndEmb,dblp-acm,RDGCN,0.996780424983902,0.999354422207876,0.9942196531791908,2
0,MLP,OnlyEmb,dblp-acm,MultiKE,0.6296179349542154,0.6192546583850932,0.6403339755940912,2
3,MLP,SimAndEmb,dblp-acm,MultiKE,0.9967783505154638,1.0,0.993577392421323,2
45,RF,OnlyEmb,dblp-acm,MultiKE,0.6740901683867463,0.584,0.7970456005138086,2
48,RF,SimAndEmb,dblp-acm,MultiKE,0.996780424983902,0.999354422207876,0.9942196531791908,2
0,MLP,OnlyEmb,dblp-acm,BootEA,0.5876675603217159,0.5043718361711919,0.703917790622993,3
3,MLP,SimAndEmb,dblp-acm,BootEA,0.9948387096774194,0.9993519118600128,0.9903660886319846,3
45,RF,OnlyEmb,dblp-acm,BootEA,0.613439127200595,0.4995961227786753,0.7944765574823378,3
48,RF,SimAndEmb,dblp-acm,BootEA,0.9967783505154638,1.0,0.993577392421323,3
0,MLP,OnlyEmb,dblp-acm,RDGCN,0.5621285026889329,0.5025303643724697,0.6377649325626205,3
3,MLP,SimAndEmb,dblp-acm,RDGCN,0.994514359470797,0.9993514915693904,0.9897238278741171,3
45,RF,OnlyEmb,dblp-acm,RDGCN,0.6113110539845759,0.5096442348906987,0.7636480411046885,3
48,RF,SimAndEmb,dblp-acm,RDGCN,0.9967783505154638,1.0,0.993577392421323,3
0,MLP,OnlyEmb,dblp-acm,MultiKE,0.6566193853427895,0.6081007115489874,0.7135517019910084,3
3,MLP,SimAndEmb,dblp-acm,MultiKE,0.9977470228516254,1.0,0.995504174694926,3
45,RF,OnlyEmb,dblp-acm,MultiKE,0.6999482669425763,0.5859679514941533,0.8689788053949904,3
48,RF,SimAndEmb,dblp-acm,MultiKE,0.9971014492753624,1.0,0.9942196531791908,3
0,MLP,OnlyEmb,dblp-acm,BootEA,0.5802739726027397,0.5059722885809842,0.6801541425818882,4
3,MLP,SimAndEmb,dblp-acm,BootEA,0.9938689899967732,0.9987029831387808,0.9890815671162492,4
45,RF,OnlyEmb,dblp-acm,BootEA,0.6221896383186706,0.5021696252465483,0.8175979447655748,4
48,RF,SimAndEmb,dblp-acm,BootEA,0.995483870967742,1.0,0.9910083493898524,4
0,MLP,OnlyEmb,dblp-acm,RDGCN,0.569683509161577,0.5017114914425428,0.6589595375722543,4
3,MLP,SimAndEmb,dblp-acm,RDGCN,0.9932104752667312,1.0,0.9865125240847784,4
45,RF,OnlyEmb,dblp-acm,RDGCN,0.5934530095036958,0.5038099506947558,0.7219010918432883,4
48,RF,SimAndEmb,dblp-acm,RDGCN,0.995483870967742,1.0,0.9910083493898524,4
0,MLP,OnlyEmb,dblp-acm,MultiKE,0.5935613682092555,0.6210526315789474,0.5684007707129094,4
3,MLP,SimAndEmb,dblp-acm,MultiKE,0.9951597289448209,1.0,0.9903660886319846,4
45,RF,OnlyEmb,dblp-acm,MultiKE,0.6871230002622607,0.5806737588652482,0.8413615928066795,4
48,RF,SimAndEmb,dblp-acm,MultiKE,0.9958078039342148,1.0,0.99165061014772,4
0,MLP,OnlyEmb,dblp-acm,BootEA,0.5815640956732061,0.5,0.6949261400128453,5
3,MLP,SimAndEmb,dblp-acm,BootEA,0.995169082125604,0.998062015503876,0.9922928709055876,5
45,RF,OnlyEmb,dblp-acm,BootEA,0.6082881105081401,0.4937925510612735,0.791907514450867,5
48,RF,SimAndEmb,dblp-acm,BootEA,0.9971051785139916,0.9987113402061856,0.995504174694926,5
0,MLP,OnlyEmb,dblp-acm,RDGCN,0.542559351476549,0.4939377965208224,0.6017983301220295,5
3,MLP,SimAndEmb,dblp-acm,RDGCN,0.9948453608247424,0.9980607627666452,0.99165061014772,5
45,RF,OnlyEmb,dblp-acm,RDGCN,0.5954847277556441,0.5076992753623188,0.7199743095696853,5
48,RF,SimAndEmb,dblp-acm,RDGCN,0.9964596073382684,0.9987096774193548,0.9942196531791908,5
0,MLP,OnlyEmb,dblp-acm,MultiKE,0.5871994581781239,0.6210601719197708,0.5568400770712909,5
3,MLP,SimAndEmb,dblp-acm,MultiKE,0.9964596073382684,0.9987096774193548,0.9942196531791908,5
45,RF,OnlyEmb,dblp-acm,MultiKE,0.6948928287906855,0.5909090909090909,0.8432883750802826,5
48,RF,SimAndEmb,dblp-acm,MultiKE,0.9971051785139916,0.9987113402061856,0.995504174694926,5
